Name;Street;Neighborhood;City;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
Vetplace SBC;Rua Mateos Demarchi, 230;Jardim das Quatro Marias;São Bernardo do Campo;4.8;307.0;ChIJhVMSDAhBzpQRJZpffD5tGCg;veterinary_care;-23.7395984;-46.55562449999999
Vila do Pet;Travessa Ney Barbosa, 20;Jardim Silvina;São Bernardo do Campo;5.0;1.0;ChIJNzW7FSNBzpQRHUAPLlksYD0;pet_store;-23.7411833;-46.53766239999999
Home Pet;Rua Ferdinando Demarchi, 71;Jardim Valdibia;São Bernardo do Campo;5.0;1.0;ChIJdZMjULNBzpQRU8OSXyPxpXA;pet_store;-23.7329505;-46.5572658
Nova Dog Fish Pet Shop;Rua Miro Vetorazzo, 843;Demarchi;São Bernardo do Campo;4.7;43.0;ChIJrWWx_JZBzpQR91HWIqj05tc;pet_store;-23.733024;-46.55806580000001
Pet Shop Bom Cão;Rua Maria Nicolina Bellucce Piatto, 336;Montanhão;São Bernardo do Campo;4.8;63.0;ChIJ2-v0RQVBzpQRQFYWFLmEKqc;pet_store;-23.7441831;-46.5303286
Pet Shop Tia Tami;;;;5.0;1.0;ChIJFzleCcpBzpQR3gZMu0KOf2g;pet_store;-23.7384497;-46.5352902
Fest Dog;Avenida General Barreto de Menezes, 775;Ferrazópolis;São Bernardo do Campo;3.3;6.0;ChIJZ25ctstBzpQRWWRq4e4HYbs;pet_store;-23.7379593;-46.53272579999999
Lisa Pet Pet Shop 2;Avenida General Barreto de Menezes, 811;Jardim Silvina;São Bernardo do Campo;4.5;2.0;ChIJ1_5R4KdBzpQRpCVNE4bKqWs;pet_store;-23.737963;-46.532529
Clínica Vet - PetShop e Veterinária;Avenida General Barreto de Menezes, 520;Ferrazópolis;São Bernardo do Campo;4.7;128.0;ChIJI--QL8pBzpQR7iAx6-u5g2k;veterinary_care;-23.736804;-46.53467870000001
João Pet;Rua Dom Vasco Mascarenhas, 27;Ferrazópolis;São Bernardo do Campo;5.0;1.0;ChIJm78xJQBBzpQRrgnqRjZtmf4;pet_store;-23.7361696;-46.5362064
Lisa Pet Pet Shop;Rua José Fiúsa da Rocha, 100;Ferrazópolis;São Bernardo do Campo;5.0;9.0;ChIJhZy_5YpBzpQReUKnr9AmRz0;pet_store;-23.7352183;-46.5359497
Pet Shop Borges Veterinário;;;;4.8;17.0;ChIJL3UG2LdBzpQRa8KBFwdXPqA;pet_store;-23.7346487;-46.5355382
Pets'top;Rua Eloi Borges, 9;Vila Sao Jose;São Bernardo do Campo;5.0;2.0;ChIJw2HGZchBzpQRmpknlEnHAtc;pet_store;-23.733058;-46.53358069999999
clinica ValVet;Rua Particular Flora Bulcão Vertemate, 120;Jardim Silvina;São Bernardo do Campo;5.0;87.0;ChIJdVfoqetBzpQRXIqsrdzcSKM;veterinary_care;-23.7377319;-46.53841010000001
Clínica Veterinária Borges Jd Silvina;Rua Dom Jorge Mascarenhas, 71;Jardim Silvina;São Bernardo do Campo;4.9;91.0;ChIJJX_YuMpBzpQRnWvRP47vZT0;veterinary_care;-23.7365432;-46.5334808
Dra.Daniela Ranha Teixeira Veterinária Vira-Lata´s;Avenida General Barreto de Menezes, 36;Ferrazópolis;São Bernardo do Campo;4.9;198.0;ChIJ6_MMCrdBzpQR9pHsG0MmA-4;veterinary_care;-23.7352258;-46.5379734
Rabbit Bichos E Lar;;;;5.0;1.0;ChIJ713BoetqzpQRQh8owqYIdYs;pet_store;-23.7435582;-46.4943946
Pink Pet's;Estrada do Pedroso, 3320;Parque Miami;Santo André;5.0;12.0;ChIJwR-mWJ9rzpQRKpHhXHCImi8;pet_store;-23.7412527;-46.4944338
Pet CãoPeão Lj 2;Rua Rio Oiapoque, 884;Parque Miami;Santo André;5.0;19.0;ChIJH1WGJQxrzpQRujmLKACcy6s;pet_store;-23.7379476;-46.4930757
Casa de ração Bigocão;Rua Suçuarana, 794;Recreio da Borda do Campo;Santo André;4.8;37.0;ChIJe6WQJbJrzpQRRe-EPcRflBg;pet_store;-23.7345834;-46.4800857
Aruky Pet;Avenida Mico Leão-Dourado, 2849;Recreio da Borda do Campo;Santo André;4.8;6.0;ChIJIZod4mlrzpQRrkQWS9NWywo;pet_store;-23.73213849999999;-46.4810109
Pata Pet's;Rua Suçuarana, 433;Recreio da Borda do Campo;Santo André;4.9;11.0;ChIJlT_BbbBrzpQR4kA0fn7W2xo;pet_store;-23.73262459999999;-46.47688600000001
Suellen Cristhina Ipolito da Luz;;;;4.8;11.0;ChIJ75JE7ScTzpQR4jhhjuKgK8k;veterinary_care;-23.74451400000001;-46.40146099999999
Veterinária Suelen;;;;5.0;3.0;ChIJA3qyoCYTzpQRCi3iiBNomsg;veterinary_care;-23.7442175;-46.3975293
veterinaria zambicão;Rua Prefeito Carlos José Carlson, 268;Vila Albano;Rio Grande da Serra;4.5;129.0;ChIJ_b2EfdwSzpQRHuzvi5aLnuM;veterinary_care;-23.7453917;-46.39375349999999
Clínica Veterinária Rio Grande;;;;4.6;89.0;ChIJabqyk9kSzpQRW18v7b8DKcE;veterinary_care;-23.7427787;-46.3968458
Casarão Vet à Domicílio;Estrada Guilherme Pinto Monteiro, 8;Vila Rio Grande;Rio Grande da Serra;4.0;1.0;ChIJHaiKj6oTzpQRaxb1NaLWBk8;veterinary_care;-23.7424997;-46.3910961
Pet Pink;Rua Ribeirão Píres, 362;Vila Conde Siciliano;Rio Grande da Serra;5.0;1.0;ChIJHe2njVITzpQR8Z6pYg8xE7I;pet_store;-23.7438794;-46.3811245
Vila Pet Estética Animal;Rua das Margaridas, 88;Recanto das Flores;Rio Grande da Serra;4.8;38.0;ChIJWcKX4L8TzpQRsPueoDKXyFY;pet_store;-23.7432771;-46.3795013
Amor de Pet;;;;5.0;2.0;ChIJGR36sEATzpQRnjtrDvMUIHA;pet_store;-23.7438283;-46.3755779
CASA DE RAÇÕES Recanto Animal;Rua das Margaridas, 1308;Centro;Rio Grande da Serra;5.0;1.0;ChIJWaZriL4SzpQR1wvYt63sN7A;pet_store;-23.74168;-46.377529
Pet Shop ABC - Banho e Tosa, Rações e Acessórios;Rua Cândido José Casa, 358;Dos Casa;São Bernardo do Campo;4.6;66.0;ChIJr2n0MUJBzpQRsd9GFJyxUsg;pet_store;-23.7321237;-46.57621169999999
DOGGO PET SHOP;Rua Wadia Jafete Assad, 232;Assunção;São Bernardo do Campo;4.6;165.0;ChIJ3cxxxGhBzpQR90e0UMqZTrk;pet_store;-23.7273604;-46.5702942
Cantinho Animal;Rua Gabriel de Souza, 34;Bairro dos Casa;São Bernardo do Campo;4.5;267.0;ChIJHZ1U3XFBzpQR21L70QpzYYY;pet_store;-23.727206;-46.5639025
Aquarium Life;Rua das Orquideas, 504;Vila Marchi;São Bernardo do Campo;4.9;196.0;ChIJi3TrVXdBzpQR5Di90RuxR4w;pet_store;-23.7221603;-46.55939559999999
Pet Shop Bicho do Mato;Rua Walter Carlos Zanini, 65;Assunção;São Bernardo do Campo;4.6;493.0;ChIJIZKdJHtBzpQRUjlA-xzh5fI;veterinary_care;-23.7207284;-46.56347299999999
Modas pet shelby;Rua Natalino Fabrini, 224;Bairro dos Casa;São Bernardo do Campo;5.0;3.0;ChIJZZmArzxBzpQRLIqCXRegdqk;pet_store;-23.7306537;-46.5720378
ESPACIAL AGRO PET;Avenida Capitão Casa, 1399;Bairro dos Casa;São Bernardo do Campo;4.8;189.0;ChIJy78sem5BzpQReCqBaSd0N7Q;veterinary_care;-23.729331;-46.566441
Moe Dog Pet Shop;Rua Leonardo Martins Neto, 615;Bairro dos Casa;São Bernardo do Campo;5.0;17.0;ChIJsUtwYfJBzpQRMQYtspIOxGw;pet_store;-23.7328564;-46.5746358
Petutinho Pet Shop;Avenida Presidente João Café Filho, 1721;Assunção;São Bernardo do Campo;5.0;28.0;ChIJNS-Jfz9BzpQRfkyZyygMO-M;pet_store;-23.72922980000001;-46.56935060000001
Lava Dog;Rua Leonardo Martins Neto, 623;Bairro dos Casa;São Bernardo do Campo;4.7;15.0;ChIJ7ym98UFBzpQRPMaQPCTJTlg;pet_store;-23.7328249;-46.574877
SOS Pet Clínica Veterinária Popular;Avenida Capitão Casa, 1279;Vila Jerusalem;São Bernardo do Campo;5.0;24.0;ChIJJz36Vy1BzpQRxOvvTpvv38M;pet_store;-23.72856509999999;-46.56549340000001
Pet Shop Bom Faro;Rua Monteiro Lobato, 59;Dos Casas;São Bernardo do Campo;5.0;7.0;ChIJu6-YWR9DzpQRhlHqENMFYNc;pet_store;-23.7294881;-46.5736632
Moda do Cão;R: Antonio da Costa Lima, 241;dos Casas;São Bernardo do Campo;5.0;4.0;ChIJic_0sZ1pzpQRhkb1D_e_IH8;pet_store;-23.7303607;-46.5759499
Arte e Pet;;;;1.0;1.0;ChIJB5ZeS1FBzpQRTo1RbQ452y4;pet_store;-23.72630490000001;-46.5625956
Fauna Avicultura e Pet Shop;Estrada dos Alvarengas, 2581;Jardim Claudia;São Bernardo do Campo;4.4;63.0;ChIJJV3iGSxBzpQRzrlBSI6jMb8;pet_store;-23.728226;-46.576581
Império Animal Banho E Tosa;Estrada dos Alvarengas, 470;Assunção;São Bernardo do Campo;5.0;1.0;ChIJDSqq0VxBzpQRKUxW2e-YHLk;pet_store;-23.7278646;-46.57692789999999
Animalis pet;Rua Pedro Brêda, 315;Jardim Campestre;São Bernardo do Campo;5.0;31.0;ChIJ3V2hD8xBzpQRT-ckMVxOa6E;pet_store;-23.7340433;-46.5812982
Anêmonas;Rua Miosótis, 530;Cidade Miramar;São Bernardo do Campo;1.0;1.0;ChIJVVWBbWVBzpQRYrblPOZxZjE;pet_store;-23.7235319;-46.5662087
BR PET STORE Tudo para seu banho e tosa;Rua Heitor de Souza, 109;Assunção;São Bernardo do Campo;4.9;35.0;ChIJ1RtCN_1BzpQRZAxhd16npSc;pet_store;-23.7262165;-46.5569399
PET LOVERS Pet Shop;Área Verde - Praça Giovani Breda, 1884;Assunção;São Bernardo do Campo;4.7;204.0;ChIJV_Dc7F1BzpQRjFQOyjJ3Q9o;pet_store;-23.72360149999999;-46.5749843
Bichos e Caprichos;Avenida Capitão Casa, 378;Vila Jerusalem;São Bernardo do Campo;4.3;526.0;ChIJgd_geXZBzpQRdfDEjwqt-CI;veterinary_care;-23.7255431;-46.5567234
Estrela Pet;Rua das Orquideas, 748;Vila Marchi;São Bernardo do Campo;1.0;2.0;ChIJGdbf6nxYzpQRy1gEVgrpzrk;pet_store;-23.722146;-46.5620101
Pet Shop Vida Canina;Avenida Senador Ricardo Batista, 492;Assunção;São Bernardo do Campo;4.8;42.0;ChIJ_R97B15BzpQRa0Xr30-zgeA;pet_store;-23.722615;-46.57447759999999
LITTLE PET SHOP;Praça Pedro, Rua João Marçon, 30;Assunção;São Bernardo do Campo;5.0;1.0;ChIJMZjnNkVDzpQRf3V38EX2dfk;pet_store;-23.7214768;-46.564322
Pet Shop Móvel Ai que Pelo;Avenida Bunduki, 120;Assunção;São Bernardo do Campo;4.8;35.0;ChIJW7D_H0dBzpQRNrZgFrOFKtI;pet_store;-23.7213576;-46.5720071
Dog Show Pet Shop Rações Veterinário LTDA;Rua Cristiano Angeli, 474;Assunção;São Bernardo do Campo;4.7;46.0;ChIJo1TLSGRBzpQRtl1K9cV8jeE;veterinary_care;-23.7203211;-46.5679751
Espaço Lelis Pet Shop;Avenida Senador Ricardo Batista, 789;Assunção;São Bernardo do Campo;4.9;39.0;ChIJ36G4zrRBzpQRYt8nOVOeiGY;pet_store;-23.7228617;-46.5774376
Magnusson Aquarismo;Avenida Pedro Costa, 20;Assunção;São Bernardo do Campo;4.9;48.0;ChIJZ8PExZFBzpQRgygNt48JfJo;pet_store;-23.7206413;-46.5725896
Pet Shop & Avicultura Mata Verde;Estrada dos Alvarengas, 4516;Assunção;São Bernardo do Campo;4.7;166.0;ChIJibjUGE9BzpQRSZv__y-GHlk;pet_store;-23.734824;-46.58580300000001
Emporium Do Bicho;Rua Padre Antônio de Souza Lima, 409;Jardim Via Anchieta;São Bernardo do Campo;4.8;4.0;ChIJ_fyUJI9BzpQRsdnWurpwqSU;pet_store;-23.7212038;-46.57727489999999
AMANDA G PANANGEIRO CLÍNICA VETERINÁRIA;Rua Wadia Jafete Assad, 232;Sobreloja - Bairro dos Casa;São Bernardo do Campo;4.8;53.0;ChIJr3-jAOtDzpQRvIFztCjzTv8;veterinary_care;-23.7273619;-46.5703857
Veterinária Vida Vet;Avenida Robert Kennedy, 3473;Planalto;São Bernardo do Campo;4.8;165.0;ChIJ66y6omBBzpQRKp2XXKlfZM4;veterinary_care;-23.7211791;-46.5734527
HOME CÃO;Estrada dos Alvarengas, 4101;Assunção;São Bernardo do Campo;4.8;619.0;ChIJwfJcolJBzpQRDVvIGWLJ6Ig;veterinary_care;-23.7352063;-46.5855258
Gatil Coliseu - Filhotes de gato Bengal;Rua Ernesto Soares Filho, 279;Bairro dos Casa;São Bernardo do Campo;5.0;17.0;ChIJK0HOPGpBzpQRTxyunrMW6U0;veterinary_care;-23.7306595;-46.5652018
Clinivet Clínica Veterinária;Ministro Nelsom Hungria, 31;Dos Casa;São Bernardo do Campo;5.0;41.0;ChIJPwfypZhBzpQR3kvVKV84qMk;veterinary_care;-23.73551299999999;-46.57950869999999
AeroVet Clínica Veterinária;Rua Maria da Natividade Lages, 161;Dos Casa;São Bernardo do Campo;4.8;6.0;ChIJbVJKDyFDzpQRtRn0MA4zCcA;veterinary_care;-23.7263136;-46.5633363
Consultório Veterinário Dra Luciana Ogata;Rua Ministro Otávio Mangabeira, 22;Jardim Campestre;São Bernardo do Campo;4.8;173.0;ChIJ_ZC5DERBzpQRbsonO08wWAM;veterinary_care;-23.7326186;-46.5793038
Clínica Veterinária;Estrada dos Alvarengas, 2066;Assunção;São Bernardo do Campo;4.5;2.0;ChIJce9Jc0RBzpQRl_gI4MVzdlM;veterinary_care;-23.7326211;-46.5793071
AVICULTURA JOJOPY;Rua Ministro Otávio Mangabeira, 54;Bairro dos Casa;São Bernardo do Campo;4.5;27.0;ChIJS2mgEkRBzpQR6By_ae4QTzg;veterinary_care;-23.7327336;-46.5795121
Hospital Veterinário Reino Animal 24h;Estrada dos Alvarengas, 470;Assunção;São Bernardo do Campo;4.3;810.0;ChIJUd2c25pBzpQRYZJ368oAnSE;veterinary_care;-23.7278118;-46.57692369999999
Fisio Care Pet São Bernardo II Centro Fisioterapia Acupuntura e Ortopedia Veterinária;Rua Ana Maria Martinez, 180;Assunção;São Bernardo do Campo;5.0;151.0;ChIJ01A9IdRBzpQRy3pyR1njGqo;veterinary_care;-23.72448039999999;-46.5701048
Centro Veterinário Assunção - 24h;Rua Ana Maria Martinez, 180;Assunção;São Bernardo do Campo;4.3;774.0;ChIJh20xTEdCzpQRDhoJ-n_NxI4;veterinary_care;-23.7244685;-46.57008099999999
Home Cao Servicos Medicos Veterinarios Eireli;Estrada dos Alvarengas, 4101;Assunção;São Bernardo do Campo;4.5;8.0;ChIJsRyZjExBzpQRmMetlVUXCPs;veterinary_care;-23.7353028;-46.5856135
Veterinária Assunção;Rua Argia, 430;Vila Luiz Casa;São Bernardo do Campo;3.6;5.0;ChIJnafOYmNBzpQRyAFi54KqNpc;veterinary_care;-23.7195447;-46.56650980000001
Centro Veterinário Seres;Avenida João Firmino, 342;Assunção;São Bernardo do Campo;4.3;6.0;ChIJc8bFAi1BzpQRGm-FsEQzkbE;veterinary_care;-23.71947079999999;-46.5619119
Cães & Cia;Avenida Albert Schweitzer, 559;Ferrazópolis;São Bernardo do Campo;4.2;57.0;ChIJHR-2g71BzpQROHbfgoWUaVM;veterinary_care;-23.7261849;-46.5425265
Stillo Animal Pet Shop;Rua Minas Gerais, 481;Ferrazópolis;São Bernardo do Campo;4.5;11.0;ChIJgyggsrhDzpQRE79qRLurP8A;veterinary_care;-23.725691;-46.54328599999999
Canarinho Pet Shop;;;;4.2;5.0;ChIJI18l1JdBzpQRnmu4-89iodI;pet_store;-23.7257976;-46.5430106
Petkids;Avenida Albert Schweitzer, 559;Ferrazópolis;São Bernardo do Campo;4.9;18.0;ChIJncepiU1BzpQR_W74DzXKgqs;pet_store;-23.7261849;-46.5425265
Bela Belinha Estética Animal;Rua Manoel de Lima, 108;Ferrazópolis;São Bernardo do Campo;5.0;17.0;ChIJsX2Yc9FBzpQRwpSj9z1eJv0;pet_store;-23.7274552;-46.5409241
Pet Store Marechal;Rua Marechal Deodoro, 2606;Centro;São Bernardo do Campo;4.2;125.0;ChIJDQUeeZtBzpQRsMcUzqsrOJU;pet_store;-23.72098279999999;-46.54957479999999
Internacional Pet's;Avenida Rotary, 624;Loja 1003/1004 - Ferrazópolis;São Bernardo do Campo;4.6;107.0;ChIJnXN1uqdBzpQRzHs8cXpfN6E;pet_store;-23.7232305;-46.5416258
Kaiena Saúde Animal - VETERINÁRIA;Rua Nemer Fares Rahall, 541;Ferrazópolis;São Bernardo do Campo;4.5;124.0;ChIJ6WvR5ZdBzpQRpjZ_hCG1jTo;veterinary_care;-23.7259124;-46.543986
Raça e Ração;Rua Tiradentes, 1599;Santa Terezinha;São Bernardo do Campo;4.6;17.0;ChIJaYI9_79BzpQR7cofb8QB-7E;pet_store;-23.7235022;-46.5356609
Lords racoes;;;;5.0;1.0;ChIJxyqEI6tBzpQR8oXRgaX2p-Q;pet_store;-23.730227;-46.5320899
Mel petss;Rua Gaetano Angeli, 31;Jd Iraja;São Bernardo do Campo;5.0;2.0;ChIJzaByOBVBzpQRqT4cckno_po;pet_store;-23.72690129999999;-46.5328877
Casdog;Rua Tiradentes, 1780;Santa Terezinha;São Bernardo do Campo;5.0;27.0;ChIJYeeJUwBBzpQRCx05BNLI05k;pet_store;-23.7251556;-46.5340056
Banho & Tosa;Rua Tiradentes, 1466;Ferrazópolis;São Bernardo do Campo;5.0;3.0;ChIJOybDa5VBzpQR90iSKmiky3U;pet_store;-23.7229325;-46.5369392
Pet Shop Giulya;Rua Tiradentes, 1408;Ferrazópolis;São Bernardo do Campo;4.1;33.0;ChIJGcH4DpVBzpQRYh-VCYraMcw;pet_store;-23.722477;-46.5375485
Petz Sâo Bernardo;Junto ao Center Castilho - Avenida Rotary, 825;Centro;São Bernardo do Campo;4.4;2743.0;ChIJoxTpo5ZBzpQRFTPz6RkI4HA;veterinary_care;-23.7214505;-46.5400246
Pet Shop Princesa;Rua Janete Clair, 52;Vila Sao Pedro;São Bernardo do Campo;5.0;55.0;ChIJq_WWTRFDzpQRJKABEUDFDjA;pet_store;-23.7257579;-46.5260117
Pet Vet Mais - Clínica Veterinária & Petshop;Rua Tiradentes, 848;Santa Terezinha;São Bernardo do Campo;4.8;94.0;ChIJ5wDcQZFBzpQREw4jrPY4F18;veterinary_care;-23.7194411;-46.541357
Clínica veterinária Caramelo's;Avenida Luiz Pequini, 82;Santa Terezinha;São Bernardo do Campo;4.7;100.0;ChIJQ16USUpBzpQRL2yc3A9MZq0;veterinary_care;-23.72069939999999;-46.5374653
Manacá Centro Veterinário;Rua Quinze de Agosto, 175;Centro;São Bernardo do Campo;5.0;11.0;ChIJAz1jY-FBzpQRFoovQYvNtAg;veterinary_care;-23.7200661;-46.5460358
Pet Shop Happy Life;;;;5.0;5.0;ChIJsTNvgbhBzpQRhHkctClwu1k;pet_store;-23.7238454;-46.52422850000001
Loja de ração Pet Center Matos Vila São Pedro;Avenida Dom Pedro de Alcântara, 518;Montanhão;São Bernardo do Campo;4.9;104.0;ChIJbbd1e9xBzpQRmwVU2fBdGwM;pet_store;-23.72337210000001;-46.5231284
Pet Shop Da Morena;Rua Gerônimo dos Santos, 49;Vila Sao Pedro;São Bernardo do Campo;5.0;3.0;ChIJb1iaQd1BzpQRq6zCmwEO0Lg;pet_store;-23.7203107;-46.52196299999999
Cani & Cat Pet Shop;Rua Tributino Nunes, 03;Vila Sao Pedro;São Bernardo do Campo;5.0;4.0;ChIJ40tv891BzpQR5oJt3oRJvaQ;pet_store;-23.7199777;-46.5231107
Bicho Chic Pet shop;Rua Everaldo Martins de Vasconcelos, 135;Santa Terezinha;São Bernardo do Campo;4.8;32.0;ChIJE2-BcmRBzpQRw6fGGbpQbSM;pet_store;-23.7201409;-46.53207769999999
Villa Veterinária Clínica Veterinária;Rua dos Pássaros, 195;Vila Sao Pedro;São Bernardo do Campo;4.8;122.0;ChIJEc_B69lBzpQRzfS1KzB9dbI;veterinary_care;-23.72359750000001;-46.5238935
Leleh Pets;Rua Lôbo Guará, 44;Recreio da Borda do Campo;Santo André;5.0;16.0;ChIJIfzkT-xrzpQRjIiO19-pZvU;pet_store;-23.7232708;-46.4838163
Mercado Valdir e Pet Shop;Rua Romeu Tolezano, 69;Suissa;Ribeirão Pires;4.3;28.0;ChIJ49Ak3JlszpQR4pMBvHNbJ94;pet_store;-23.7211778;-46.4298863
Pet Shop Pantaneiro;Rua Major Cardim, 1815;Suissa;Ribeirão Pires;5.0;3.0;ChIJS7uUc5JtzpQRs-2d832bk1g;veterinary_care;-23.7200176;-46.4306654
Pet Shop Kicão;Rua Mário Rocco, 198;Assunção;São Bernardo do Campo;3.3;3.0;ChIJcdmeMWJBzpQRwedebprafU0;pet_store;-23.7177944;-46.5686172
Pet Shop Petiscao & Cia;Avenida Humberto de Alencar Castelo Branco, 3703;Assunção;São Bernardo do Campo;4.5;143.0;ChIJzwX38VhBzpQRCP6GGwi8xVk;veterinary_care;-23.7215632;-46.5805717
PSA Veterinary Clinic;Rua Secondo Modolin, 420;Centro;São Bernardo do Campo;4.7;1022.0;ChIJ1QfSQH9BzpQR05ppFXiCGCI;veterinary_care;-23.715255;-46.55591309999999
Pet Bicho Chique;Rua Leila Gonçalves, 250;Vila Goncalves;São Bernardo do Campo;4.7;80.0;ChIJQR0ngNVDzpQR2_uAKsKeBxE;veterinary_care;-23.7117956;-46.5575207
Pet Shop Vip Care;Avenida Dom Jaime de Barros Câmara, 740;Planalto;São Bernardo do Campo;4.7;174.0;ChIJRz8lpdxDzpQR1n3dCJgOzME;veterinary_care;-23.7071515;-46.5694851
Petz João Firmino;Avenida João Firmino, 342;Assunção;São Bernardo do Campo;4.6;1138.0;ChIJiU8HuSxBzpQRgG08_fFzkc4;veterinary_care;-23.7193813;-46.561891
DoogStore Estética Animal;Rua Viña del Mar, 778;Assunção;São Bernardo do Campo;5.0;68.0;ChIJ_VVXKJlBzpQRoja0x5p3Ews;pet_store;-23.71836549999999;-46.57470379999999
Boutique Patas e Pêlos;Rua Inácio Pedó, 546;Jardim Brasilandia;São Bernardo do Campo;4.6;56.0;ChIJRwoAmmBBzpQRWxxBUITcMZ0;veterinary_care;-23.71782;-46.5773951
Pet Koi;Avenida Humberto de Alencar Castelo Branco, 3585;Alves Dias;São Bernardo do Campo;4.6;437.0;ChIJI3Ruaa9BzpQRQmwf5ZUHgMQ;pet_store;-23.7205917;-46.5811222
Chavecão;Rua Estéfano Cruciachi, 32;Vila Alves Dias;São Bernardo do Campo;4.6;93.0;ChIJfRro2eJDzpQRK_ai0ij0st4;pet_store;-23.7187145;-46.58304039999999
Reino Animal Shopping & Care 2 São Bernardo;Rua Estéfano Cruciachi, 32;Alves Dias;São Bernardo do Campo;4.6;15.0;ChIJ2anChHFDzpQRIbw9UEIDHrg;pet_store;-23.7186922;-46.58304469999999
Stúdio Pet - Alves dias;Avenida Horácio Barione, 13;Alves Dias;São Bernardo do Campo;4.8;4.0;ChIJ6QZUezZDzpQRH_XiwYWBiIk;pet_store;-23.7167952;-46.58242209999999
Dog's Day;Rua João Pedro Roquetti, 40;Centro;São Bernardo do Campo;4.8;108.0;ChIJy3uMhaVBzpQRhGNOhXfaMD0;pet_store;-23.7175992;-46.5518489
Veterinary Clinic San Francisco;Rua Luzitânia, 219;Vila Lusitania;São Bernardo do Campo;4.8;43.0;ChIJI0g2V9VDzpQRh-PldAIlvoQ;veterinary_care;-23.7108409;-46.5553215
Veterinário e Pet Shop Focinhos & Cia;Rua Alessandro Bernardelo, 257;Vila Alves Dias;São Bernardo do Campo;4.6;85.0;ChIJzZyEzvxDzpQRYzKeKOtkVXc;veterinary_care;-23.718083;-46.584018
Clínica Veterinária Spa Pet da Lari;Rua Francisco Visentainer, 641;Assunção;São Bernardo do Campo;5.0;69.0;ChIJzyTZkFJDzpQRxRgym9JhxF8;veterinary_care;-23.7145354;-46.5791407
Amigos de Patas Clínica Veterinária;Rua Alexandre Bonício, 182;Vila Alves Dias;São Bernardo do Campo;4.7;355.0;ChIJ62PUmVNDzpQREKtARiCf5js;veterinary_care;-23.72015420000001;-46.5823408
Elton Hirahara Veterinária;Rua Frei Gaspar, 532;Centro;São Bernardo do Campo;5.0;1.0;ChIJZxfiWYJBzpQRqD3DT8scPAU;veterinary_care;-23.7170072;-46.55299249999999
Pet Brow Clínica veterinária e Banho e Tosa;Avenida Francisco Prestes Maia, 1064;Centro;São Bernardo do Campo;4.1;110.0;ChIJZzhRMI9BzpQRxE2f38T9PGY;veterinary_care;-23.7118448;-46.5439038
Força Pet Petshop;Rua: José Bonifácio, 601;Centro;São Bernardo do Campo;4.8;84.0;ChIJhYeAMiZCzpQRkVKVxbdvc8o;pet_store;-23.719347;-46.54740570000001
Pet Auguri;Rua Vinte de Agosto, 65;Nova Petrópolis;São Bernardo do Campo;4.8;110.0;ChIJDaIHiilCzpQRQyWH6p5D3ew;pet_store;-23.708031;-46.545575
BARRACÃO PET SHOP LTD;Rua José Bonifacio, 473;Centro;São Bernardo do Campo;4.8;193.0;ChIJR4wKKptBzpQRxiORJ5gc8J0;pet_store;-23.718158;-46.547379
Clínica Veterinária Mania Animal;Avenida Luiz Pequini, 528;Jardim Palermo;São Bernardo do Campo;4.8;435.0;ChIJjWUzTZNBzpQRfyPGP5AUAeM;veterinary_care;-23.7177705;-46.5354149
Petland Brasílio Mall;Rua Brasílio Machado, 246;Centro;São Bernardo do Campo;5.0;46.0;ChIJ_0ZCeXdBzpQRkWh5RuL-jHI;pet_store;-23.7175951;-46.5469266
Paws Up;Rua Santos Dumont, 161;Centro;São Bernardo do Campo;5.0;3.0;ChIJzTMDzfOaOqkRbJKg1NV5pcc;pet_store;-23.71546;-46.546504
Lopes Trovão Pet Center;Rua Lopes Trovão, 167;Centro;São Bernardo do Campo;5.0;13.0;ChIJU-ZvV1VBzpQRE8GOVH7ttHI;pet_store;-23.71447180000001;-46.54716469999999
Pet Shop Pelo Sim... ...Pelo Não;Rua Silva Jardim, 309;Centro;São Bernardo do Campo;4.8;80.0;ChIJdUvIlYVBzpQRt3C2tnsM55U;pet_store;-23.7138949;-46.546056
Canarinho Pet Shop;Rua Tiradentes, 638;Santa Terezinha;São Bernardo do Campo;4.4;142.0;ChIJwUZzHZZBzpQRoa66sYjJ69U;veterinary_care;-23.7176286;-46.5418216
Rebeca Pet Shop;Rua Tiradentes, 316;Ferrazópolis;São Bernardo do Campo;5.0;9.0;ChIJ-U6wsY9BzpQRNktJ777B8P4;pet_store;-23.7148415;-46.5432138
Comfy4pet;Rua Marechal Rondon, 38;corredor G3 box 94 - Centro;São Bernardo do Campo;5.0;1.0;ChIJDcQZ9KdpzpQRnWidCSjv8Rw;pet_store;-23.710546;-46.5514855
Brasil Caridina;Rua Silva Jardim, 530;Centro;São Bernardo do Campo;4.8;45.0;ChIJg0Zo4O1BzpQRq9vK1YatAfA;pet_store;-23.7137792;-46.5440212
Dalmau Pet;Rua Núncio Interlich, 77;Vila Santa Terezinha;São Bernardo do Campo;5.0;2.0;ChIJK5dV7YhBzpQRTTZoq_gjr1c;pet_store;-23.7149968;-46.5420768
For Pet;Rua Jurubatuba, 1350;sala 123 - Centro;São Bernardo do Campo;5.0;9.0;ChIJVVXFvypCzpQRBFQn7mQyhCQ;pet_store;-23.7095627;-46.5536185
